ID,Application Address,Geocode Address,Map-Lot,Neighborhood,Year Permitted,Fiscal Year Permitted,Prior Use,Permitted Use,Housing Starts,Net Change in Units,Location
59,36-46 REGENT St,36 Regent St,178-132,11,1997,,Factory,8 Units,8,8,"(42.38953334, -71.12212713)"
379,29 Irving St,29 Irving St,142-175,6,2008,,Parking,1 Unit,1,1,"(42.37597501, -71.11100914)"
236,11-15 Warren St,15 Warren St,36-215,3,2004,,6 Unit,3 Units,3,-3,"(42.37266634, -71.08842516)"
247,243 Charles St,243 Charles St,26-173,1,2005,,4 Units,3 Units,3,-1,"(42.36832194, -71.08531627)"
434,61-69 Bolton St,61 Bolton St,203A-69,9,2011,,Parking,20 Units,20,20,"(42.39039929, -71.1323502)"
511,27 MONTGOMERY St,27 Montgomery St,193-141,11,2013,FY14,2 Units,2 Units,2,0,"(42.39424422, -71.13299248)"
208,853 Main St,853 Main St,91-66,4,2003,,Restaurant,5 Units,5,5,"(42.36346019, -71.09866011)"
667,14 Hardwick Street,14 Hardwick Street,39-62,3,2017,FY18,3 units,2 units,2,-1,"(42.36976797, -71.09036509)"
479,622 Massachusetts Ave,622 Massachusetts Ave,106-123,5,2012,,Commercial Space,21 Units,21,21,"(42.36506672, -71.10345841)"
764,29 Charles St,29 Charles St,10-33,1,2019,FY20,commerical,18 Units,18,18,"(42.36771202, -71.07877242)"
273,280-290 River St,280 River St,127-132,5,2005,,Junk Yard/Vacant,17 Units,17,17,"(42.36241541, -71.1127857)"
384,823 Main St,823 Main St,75-53,4,2008,,Nightclub,10 Units,10,10,"(42.36340641, -71.09774322)"
684,207 Cambridge St,207 Cambridge St,20-98,1,2018,FY18,4 units,vacant,0,-4,"(42.3710605, -71.07931226)"
347,170 Lexington Ave,170 Lexington Ave,247-113,10,2007,,3 Units,2 Units,2,-1,"(42.37992946, -71.14117238)"
550,26 Reservoir St,26 Reservoir St,232-101,10,2014,FY15,1 Unit,Vacant,0,-1,"(42.37926125, -71.13604723)"
537,13 Ash St,13 Ash St,167-76,10,2014,FY15,2 Units,1 Unit,1,-1,"(42.37503726, -71.12494785)"
83,2427-2429 Mass Ave,2427 Massachusetts Ave,184-107,11,1998,,Vacant Lot,7 Units,7,7,"(42.39793661, -71.13055952)"
716,180 Magazine St,180 Magazine St,99-61,5,2018,FY19,3 units,2 units,1,-1,"(42.3571997, -71.11301631)"
215,25 Sunset Road,25 Sunset Road,267B-201,12,2003,,1 Units,2 Units,2,1,"(42.39251223, -71.15700642)"
288,21 Brookline St,21 Brookline St,93-135,5,2006,,Manray,49 Units,49,49,"(42.36326098, -71.10220472)"
152,91 Sidney St,91 Sidney St,92-126,5,2000,,Vacant,135 Units,125,135,"(42.36090216, -71.10222079)"
301,15 Grant St,11 Grant St,132-109,7,2006,,Parking,3 Units,3,3,"(42.36966252, -71.11546637)"
621,80-84 Cambridgepark Dr,80 Cambridgepark Dr,265D-57,11,2016,FY17,Parking Lot,254 Units,254,254,"(42.39313474, -71.14187376)"
753,34 Union St,34 Union St,79-63,3,2019,FY19,2 units,1 unit,1,-1,"(42.37013348, -71.09498481)"
448,77 Oxford Ave,63 Oxford Ave,256-12,13,2011,,1 Unit,2 Units,2,1,"(42.37791073, -71.155367)"
316,113 Richdale Ave,113 Richdale Ave,202-90,9,2006,,Office Supply Bldg,20 Units,20,20,"(42.3891218, -71.12524625)"
433,186 Walden St,186 Walden St,205-61,9,2010,,60 Units,70 Units,70,10,"(42.3868549, -71.12880896)"
411,281 Broadway,281 Broadway,86-98,4,2010,,Car Repair,3 Units,3,3,"(42.36825671, -71.09799064)"
37,954-956 Cambridge St,954 Cambridge St,80-53,3,1997,,Business,2 Units,2,2,"(42.37261191, -71.09300128)"
169,369 Franklin St,369 Franklin St,119-113,7,2001,,Commercial,18 Units,18,18,"(42.36633653, -71.10802376)"
263,12-14 Marcella St,12 Marcella St,37-82,3,2005,,3 Units,4 Units,4,1,"(42.37132746, -71.08946959)"
147,45 Market St,45 Market St,77-15,4,2000,,Single Family,3 Single Family Houses,3,2,"(42.36869265, -71.0964347)"
31,195 BLDG 1 BINNEY St,195 Binney St,28-33,1,1997,,Factory,29 Units,29,29,"(42.36605628, -71.08416025)"
52,136-138 MT AUBURN St,136 Mt Auburn St,166-33,10,1997,,Business,Business/2 Apts.,2,2,"(42.373683, -71.12426099)"
406,12 Traill St,12 Traill St,240-48,10,2009,,1 Unit,1 Unit,1,0,"(42.37591058, -71.13653759)"
191,200 Fayerweather St,200 Fayerweather St,262-89,9,2002,,2 Units,1 Unit,1,-1,"(42.38523453, -71.13388712)"
184,86-94 Winter St,86 Winter St,22-46,1,2001,,3 Units,4 Units,4,1,"(42.3726727, -71.08242436)"
20,98 KINNAIRd St,98 Kinnaird St,121-66,7,1996,,3 Units,2 Units,2,-1,"(42.36746362, -71.11190016)"
423,160-166 Hancock St,160 Hancock St,115-19,6,2010,,5 Units,4 Units,4,-1,"(42.37050359, -71.10644892)"
274,28 Rockingham St,28 Rockingham St,98-40,5,2005,,1 Unit,2 Units,2,1,"(42.35576015, -71.11101706)"
374,72 Hamilton St,72 Hamilton St,96-102,5,2008,,Commercial,11 Units,11,11,"(42.35817629, -71.10607061)"
604,209 Broadway,221 Broadway,42-14,4,2016,FY16,Gas Station,5 Units,5,5,"(42.3666639, -71.09400692)"
735,45-47 Granite St,45 Granite St,99-18,5,2019,FY19,2 units,2 units,2,0,"(42.35649304, -71.11269212)"
565,192 Franklin St,192 Franklin St,93-36,5,2015,FY15,3 Units,2 Units,2,-1,"(42.36305089, -71.10339518)"
306,112 Lexington Ave,112 Lexington Ave,247-100,10,2006,,2 Units,1 Unit,1,-1,"(42.37880838, -71.14078564)"
211,12 Perry St,12 Perry St,103-32,5,2003,,2 Units,5 Units,5,3,"(42.36199757, -71.10681767)"
327,303-305 Cambridge St,303 Cambridge St,21-18,1,2007,,Club,Comm/2Units,2,2,"(42.37126603, -71.08092526)"
108,1-9 Central Square,1 Central Square,106-105,5,1999,,Business/Vacant,72 Units/Holmes Trust,72,72,"(42.36522818, -71.10417766)"
240,42-44 Avon St,42 Avon St,212-55,9,2005,,2 Units,3 Units,3,1,"(42.38300292, -71.12319405)"
243,201 Brookline St,201 Brookline St,97-73,5,2005,,Industrial,6 Units,6,6,"(42.3589974, -71.10658869)"
5,73 BOLTON St,73 Bolton St,203A-15,9,1996,,1 Unit,7 Units,7,6,"(42.39037063, -71.13186123)"
295,89 Gore St,89 Gore St,22-60,1,2006,,1 Unit,2 Units,2,1,"(42.37208686, -71.08186125)"
127,48 Russell St,48 Russell St,180-15,11,1999,,Vacant Lot,2 Units,2,2,"(42.39338081, -71.12130044)"
137,63 Cedar St,63 Cedar St,192-15,11,2000,,Vacant,3 Units,3,3,"(42.39393365, -71.13093317)"
342,63 Inman St,63 Inman St,114-94,6,2007,,18 Unit Rooming House,16 Units,16,-2,"(42.37049722, -71.10276936)"
507,25 High St,25 High St,253-128,13,2013,FY14,2 Units,1 Unit,1,-1,"(42.37829367, -71.14989861)"
269,388 Norfolk St,388 Norfolk St,82-60,3,2005,,Garage,1 Unit,1,1,"(42.37373066, -71.0957808)"
359,163 SHERMAN St,163 Sherman St,194-11,11,2007,,1 Unit,2 Units,2,1,"(42.39174987, -71.13286316)"
80,27 JEFFERSON St,27 Jefferson St,36-96,3,1998,,Vacant Lot,6 Units,6,6,"(42.37314942, -71.08926887)"
196,6 Ashton Pl,6 Ashton Pl,142-174,6,2003,,6 Units,6 Units,6,0,"(42.37611665, -71.11139768)"
438,76 Fayerweather St,76 Fayerweather St,237-34,10,2011,,2 Units,1 Unit,1,-1,"(42.38097896, -71.13724778)"
475,250 Kendall St,250 Kendall St,14-1038,1,2012,,Vacant/Pad,144 Units,144,144,"(42.36359204, -71.08228127)"
768,178 Elm St,178 Elm St,79-5,3,2019,FY20,social,6 units,6,6,"(42.37106285, -71.0964259)"
664,43 Cedar St,2 Mclean Pl,192-6,11,2017,FY18,2 units,2 units,2,0,"(42.39516623, -71.13104062)"
401,38 PORTER Rd,38 Porter Rd,178-126,11,2009,,2 Units,1 Unit,1,-1,"(42.3890191, -71.12142549)"
635,137 Walden St,137 Walden St,202-74,9,2016,FY17,2 Units,2 Units,2,0,"(42.38762707, -71.12729661)"
533,7 Trowbridge Pl,7 Trowbridge Pl,135-14,6,2014,FY14,2 Units,3 Units,1,1,"(42.37249237, -71.11209277)"
696,120 Magazine St,120 Magazine St,102-137,5,2018,FY18,2 units,1 unit,1,-1,"(42.3595434, -71.110464)"
720,120 Norfolk St,120 Norfolk St,89-49,4,2018,FY19,3 units,2 units,2,-1,"(42.36704522, -71.09982877)"
95,354-358 Rindge Ave,354 Rindge Ave,268B-41,11,1998,,Vacant Lot,7 Units,7,7,"(42.39380034, -71.13825709)"
284,47-49 Banks St,47 Banks St,132-113,7,2006,,3 Units,3 Units,3,0,"(42.36950467, -71.11472441)"
416,49 Cedar St,49 Cedar St,192-8,11,2010,,1 Unit,3 Units,3,2,"(42.39489161, -71.13103081)"
396,171 Hamilton St,171 Hamilton St,102-86,5,2009,,Garage,1 Unit,1,1,"(42.35976338, -71.10840075)"
625,39 Hammond St,39 Hammond St,149-93,8,2016,FY17,7 Units,2 Units,2,-5,"(42.38092532, -71.11490938)"
728,30 Berkshire St,30 Berkshire St,40-141,3,2019,FY19,2 units,3 units,3,1,"(42.36905681, -71.09150496)"
741,92-94 Howard St,92 Howard St,123-57,7,2019,FY19,2 units,2 units,2,0,"(42.3665853, -71.11093102)"
465,46 Concord Ave,46 Concord Ave,225-7,10,2012,,Vacant,2 Units,2,1,"(42.38053898, -71.12799564)"
333,166 Cushing St,166 Cushing St,257-24,13,2007,,2 Units,2 Units,2,0,"(42.37942381, -71.15273004)"
576,192 Raymond St,192 Raymond St,203B-25,9,2015,FY15,Vacant,8 Units,8,8,"(42.38905228, -71.12862971)"
428,102-R Inman St,102 Inman St,110-6,6,2010,,2 Units,1 Unit,1,-1,"(42.37201306, -71.10142878)"
597,252 Pearl St,252 Pearl St,97-25,5,2015,FY16,1 Unit,2 Units,1,1,"(42.35856289, -71.1091513)"
529,102-104 Otis St,102 Otis St,25-150,1,2014,FY14,6 Units,4 Units,4,-2,"(42.37059033, -71.08276483)"
644,43 Essex St,43 Essex St,90-36,4,2017,FY17,Daycare,4 Units,4,4,"(42.36726702, -71.101439)"
460,11 Brookford St,11 Brookford St,189-8,11,2012,,2 Units,2 Units,1,0,"(42.39970122, -71.13449229)"
723,300 Putnam Ave,300 Putnam Ave,127-126,5,2018,FY19,commerical,8 units,8,8,"(42.3621786, -71.11343855)"
132,332 BROADWAY,332 Broadway,108-32,6,2000,,Vacant Lot,5 Units,5,5,"(42.36945261, -71.10233682)"
48,14 MELLEN St,14 Mellen St,157-5,8,1997,,3 Units,2 Units,2,-1,"(42.38068478, -71.11841246)"
16,85 HANCOCK St,85 Hancock St,116-92,6,1996,,2 Units,18 Units,18,16,"(42.36885097, -71.1084192)"
164,70-72 Bolton St,70 Bolton St,203A-8,9,2001,,Vacant,2 Units,2,2,"(42.39003397, -71.13223037)"
201,10-18 Decatur St,10 Decatur St,94-38,5,2003,,Commercial,19 Units,19,19,"(42.36068667, -71.10518445)"
69,380 BROADWAY,380 Broadway,115-12,6,1998,,3 Units,2 Units,2,-1,"(42.37103447, -71.10573626)"
63,16 Russell St,16 Russell St,181-41,11,1997,,2 Units,1 Unit,1,-1,"(42.39238337, -71.12283429)"
179,165 Pleasant St,165 Pleasant St,128-68,5,2001,,Vacant,61 Units,61,61,"(42.35982837, -71.11411567)"
278,272 Upland Road,272 Upland Road,206-75,9,2005,,2 Units,1 Unit,1,-1,"(42.38523686, -71.12799152)"
691,17 Fayette St,17 Fayette St,113-67,6,2018,FY18,8 units,7 units,1,-1,"(42.3719001, -71.10404865)"
443,8 Howard St,8 Howard St,125-136,7,2011,,2 Units,1 Unit,1,-1,"(42.36383428, -71.11052615)"
502,563-603 Concord Ave,603 Concord Ave,267F-298,12,2013,FY14,Gas Station/Parking Lot,61 Units,61,61,"(42.38896397, -71.14450593)"
370,26 Donnell St,26 Donnell St,229-25,9,2008,,1 Unit,1 Unit,1,0,"(42.38443171, -71.13160572)"
608,38 Ellery St,38 Ellery St,135-100,6,2016,FY16,2 Units,1 Units,1,-1,"(42.37165373, -71.11036866)"
91,99 OTIS St,99 Otis St,23-97,1,1998,,Church,4 Units,4,4,"(42.370736, -71.08249438)"
112,140 Franklin St,150 Franklin St,92-124,5,1999,,Vacant,34 Units,34,34,"(42.36270657, -71.10230649)"
255,204-206 Harvard St,204 Harvard St,89-57,4,2005,,2 Units,3 Units,3,1,"(42.36703098, -71.09832142)"
228,352 Norfolk St,352 Norfolk St,85-23,3,2004,,2 Unit,2 Unit,2,0,"(42.37284564, -71.09634034)"
323,11-13 York Place,15 York Place,39-96,3,2006,,3 Units,8 Units,8,5,"(42.36926391, -71.09068597)"
487,159 First St,159 First St,16-6,1,2013,FY13,Vacant,115 Units,115,115,"(42.36601784, -71.0781234)"
338,85 Gore St,85 Gore St,22-124,1,2007,,1 Unit,Replacement Unit,1,0,"(42.37202957, -71.08150932)"
123,57 REGENT St,57 Regent St,200-57,11,1999,,Office/Retail,4 Units,4,4,"(42.3893393, -71.12272433)"
470,70 Fawcett St,80 Fawcett St,267F-392,12,2012,,Warehouse,260 Units,429,429,"(42.39118493, -71.14593877)"
355,182-190 Prospect St,182 Prospect St,87-156,4,2007,,8 Units,26 Units,26,18,"(42.36981604, -71.10048908)"
84,2505-2509 Mass Ave,2505 Mass Ave,184-9,11,1998,,Vacant Lot,2 Units,2,2,"(42.39966085, -71.13288718)"
310,12 Museum Way,12 Museum Way,1A-109,1,2006,,2 Units,1 Unit,1,-1,"(42.37035531, -71.0710263)"
659,289-291 Windsor St,289 Windsor St,77-65,4,2017,FY17,3 Units,4 Units,1,1,"(42.36834307, -71.09505755)"
544,33 FAIRMONT St,33 Fairmont Ave,127-34,5,2014,FY15,1 Unit,2 Units,1,1,"(42.36168863, -71.11272345)"
216,217 Western Ave,217 Western Ave,122-172,7,2003,,4 & Retail,6 Units,6,2,"(42.36485596, -71.11094525)"
776,199 Pemberton St,199 Pemberton St,195-86,11,2019,FY20,1 unit,2 units,2,1,"(42.39099212, -71.13192673)"
561,29-40 Cottage Park Ave,29 Cottage Park Ave,189-104,11,2015,FY15,Fawcett Oil,10 Units,10,10,"(42.39845083, -71.13340805)"
639,35 Berkshire St,35 Berkshire St,40-96,3,2017,FY17,3 Units,Vacant,0,-3,"(42.36909345, -71.09168337)"
756,27 Walden St,27 Walden St,199-73,11,2019,FY19,4 units,2 units,2,-2,"(42.39043816, -71.12413174)"
676,41 Reed St,41 Reed St,192-25,11,2017,FY18,2 units,2 units,2,0,"(42.39458417, -71.1320098)"
492,115 Harvey St,115 Harvey St,190-189,11,2013,FY13,3 Units,3 Units,3,0,"(42.39747075, -71.13380802)"
223,22 Donnell St,22 Donnell St,229-24,9,2004,,1 Unit,1 Unit,1,0,"(42.3843394, -71.13180503)"
593,46 Loomis St,46 Loomis St,267C-56,12,2015,FY16,Vacant,2 Units,2,2,"(42.3933764, -71.1540406)"
497,22 Water St,22 Water St,7-113,1,2013,FY13,Commercial,392 Units,392,392,"(42.37280213, -71.07782878)"
455,424-430 Windsor St,424 Windsor St,80-178,3,2011,,Church,14 Units,14,14,"(42.37135504, -71.0936925)"
365,248 Chestnut St,248 Chestnut St,100-75,5,2008,,Vacant,2 Units,2,2,"(42.3592186, -71.11341674)"
708,297 Concord Ave,297 Concord Ave,229-103,9,2018,FY19,gas station,3 units,3,3,"(42.38393637, -71.13374032)"
233,17-19 Saville St,17 Saville St,230-94,10,2004,,1 Unit,2 Units,2,1,"(42.38313864, -71.13410233)"
101,4-6 WESt St,4 West St,108-58,6,1998,,Vacant Lot,2 Units,2,2,"(42.36943934, -71.10368723)"
