,BEI_companyName,BEI_Cohort,BEI_Address,BEI_City,BEI_State,BEI_Zip,BEI_yearEstablished,BEI_NAICSCode,BEI_Sector,BEI_numberOfEmployees,BEI_execName,BEI_execTitle,BEI_execEth,BEI_revenue,BEI_Sustained Revenues >$800K,BEI_Website,BEI_phone,BEI_Strong Leadership and Willing to ready to grow,BEI_Demonstrated Proven Business Model,"BEI_51% owned, operated, capitalized and controlled by a member(s) of a presumed minority group",MBE_Cohort,MBE_Address,MBE_City,MBE_State,MBE_Zip,MBE_yearEstablished,MBE_NAICSCode,MBE_Sector,MBE_numberOfEmployees,MBE_execName,MBE_execTitle,MBE_execEth,MBE_revenue,MBE_Sustained Revenues >$800K,MBE_Website,MBE_phone,MBE_Strong Leadership and Willing to ready to grow,MBE_Demonstrated Proven Business Model,MBE_referenceUSA_indicator,referenceUSA_companyName,"MBE_51% owned, operated, capitalized and controlled by a member(s) of a presumed minority group",MVCF_Address,MVCF_City,MVCF_State,MVCF_Zip,MVCF_yearEstablished,MVCF_NAICSCode,MVCF_Sector,MVCF_numberOfEmployees,MVCF_execName,MVCF_execTitle,MVCF_execEth,MVCF_revenue,MVCF_Sustained Revenues >$800K,MVCF_Website,MVCF_phone,MVCF_Strong Leadership and Willing to ready to grow,MVCF_Demonstrated Proven Business Model,"MVCF_51% owned, operated, capitalized and controlled by a member(s) of a presumed minority group",NAIC_Address,NAIC_City,NAIC_State,NAIC_Zip,NAIC_yearEstablished,NAIC_NAICSCode,NAIC_sector,NAIC_numberOfEmployees,NAIC_execName,NAIC_execTitle,NAIC_execEth,NAIC_revenue,NAIC_Sustained Revenues >$800K,NAIC_Website,NAIC_phone,NAIC_Strong Leadership and Willing to ready to grow,NAIC_Demonstrated Proven Business Model,"NAIC_51% owned, operated, capitalized and controlled by a member(s) of a presumed minority group",USBC_companyAddress,USBC_City,USBC_State,USBC_Zip,USBC_yearEstablished,USBC_NAICCode,USBC_sector,USBC_numberOfEmployees,USBC_execName,USBC_execTitle,USBC_executiveRace,USBC_revenue,USBC_Sustained Revenues >$800K,USBC_Website,USBC_phone,USBC_Strong Leadership and Willing to ready to grow,USBC_Demonstrated Proven Business Model,"USBC_51% owned, operated, capitalized and controlled by a member(s) of a presumed minority group",RefUSA_address,RefUSA_City,RefUSA_State,RefUSA_Zip,RefUSA_yearEstablished,RefUSA_NAICSCode,RefUSA_sector,RefUSA_numberOfEmployees,RefUSA_execName,RefUSA_execTitle,RefUSA_execEth,RefUSA_revenue,RefUSA_Sustained Revenues >$800K,RefUSA_Website,RefUSA_phone,RefUSA_Strong Leadership and Willing to ready to grow,RefUSA_Demonstrated Proven Business Model,"RefUSA_51% owned, operated, capitalized and controlled by a member(s) of a presumed minority group",Name,Ethnicity
22702,Savana Health Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361 Neponset Ave Dorchester,,MA,2122.0, NA,621999.0,,10,Gloria Igbokwe,ceo,African American,"$2,172,000.00",,,(617) 436-4111,,,,Gloria Igbokwe,African American
22728,Sayar Expert Cleaning Co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15 Hampton Ct Bellingham,,MA,2019.0,2015,561720.0,,5_9,Khadija Sayar,"ceo, president, board member",African American,"$684,000.00",,,,,,,Khadija Sayar,African American
22754,Scottish Bakehouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,977 State Rd Vineyard Haven,,MA,2568.0,2004,722511.0,,10,Daniele Domick,owner,African American,"$569,000.00",,,(508) 693-6633,,,,Daniele Domick,African American
22935,Sherman True Value Hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122 Kendrick St Winthrop,,MA,2152.0, NA,444130.0,,3,Earlene Propheter,owner,African American,"$690,000.00",,,(716) 761-6003,,,,Earlene Propheter,African American
23046,Siena Construction Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38 Sidney St # 180 Cambridge,,MA,2139.0,1991,236115.0,,11,Terrence Hayes,"president, board member",African American,"$4,889,000.00",,,,,,,Terrence Hayes,African American
23132,SJS Cleaning Svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PO Box 26388 Boston,,MA,2126.0, NA,561720.0,,5,Sherman Hall,president,African American,"$662,000.00",,,(617) 445-4949,,,,Sherman Hall,African American
23138,Skinner Demo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155 Bodwell St # 1 Avon,,MA,2322.0, NA,238910.0,,1_4,Demo Skinner,owner,African American,"$614,000.00",,,(508) 559-0123,,,,Demo Skinner,African American
23210,Solbean Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119 S Main St Middleton,,MA,1949.0, NA,722511.0,,12,Danielle Zanga,owner,African American,"$604,000.00",,,(978) 777-5900,,,,Danielle Zanga,African American
23257,South Bellingham Vet Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435 Pulaski Blvd Bellingham,,MA,2019.0,2014,541940.0,,5_9,Aly Cisse,"owner, manager",African American,"$592,000.00",,,(508) 928-1896,,,,Aly Cisse,African American
23275,South End Food Emporium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465 Columbus Ave Boston,,MA,2116.0, NA,452319.0,,20,Al Desta,"owner, sales exec, finance exec",African American,"$2,765,000.00",,,(617) 536-7172,,,,Al Desta,African American
23707,Spade Technology Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800 S Main St # 103 Mansfield,,MA,2048.0,2001,541511.0,,15,Myles Keough,"ceo, president, treasurer, board member",African American,"$1,528,000.00",,,(508) 339-5163,,,,Myles Keough,African American
23985,Staffier Associates Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57 E Main St # 200 Westborough,,MA,1581.0,1979,621399.0,,25,Tony Alatise,ceo,African American,"$1,121,000.00",,,(508) 366-0406,,,,Tony Alatise,African American
24177,Startax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89 N Main St # B Randolph,,MA,2368.0,2012,541219.0,,5,Kendrick Mentee,"owner, president, treasurer",African American,"$649,000.00",,,(781) 986-5119,,,,Kendrick Mentee,African American
24225,Stellar Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594 Marrett Rd # 3 Lexington,,MA,2421.0, NA,541330.0,,5,Swapan Roy,"owner, president, treasurer, board member",African American,"$1,310,000.00",,,(781) 863-0101,,,,Swapan Roy,African American
24554,Sunrise Nursing Agency Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715 Pleasant St # 2 Paxton,,MA,1612.0,2003,623110.0,,50-99,Gabriella I Kadiri,owner,African American,"$6,755,000.00",,,(508) 860-3779,,,,Gabriella I Kadiri,African American
25344,Tangels Salon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452 Central St Saugus,,MA,1906.0, NA,812112.0,,13,Laure Straticos,owner,African American,"$592,000.00",,,(781) 233-7373,,,,Laure Straticos,African American
25426,Taurus Records,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1282 Blue Hill Ave Mattapan,,MA,2126.0, NA,443142.0,,3,Antwan Webb,owner,African American,"$1,098,000.00",,,(617) 298-2655,,,,Antwan Webb,African American
25576,Teele Square Auto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1284 Broadway Somerville,,MA,2144.0, NA,811111.0,,4,Elias Elkhaouli,"owner, president",African American,"$619,000.00",,,(617) 623-9067,,,,Elias Elkhaouli,African American
25594,Tellstone Garage Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76 Mendon St Blackstone,,MA,1504.0, NA,811111.0,,70,Clayton Tellstone,"owner, president, hr executive, sales exec, finance exec, treasurer, board member",African American,"$9,278,000.00",,,(508) 883-6402,,,,Clayton Tellstone,African American
25601,Tendai Furusa Electrician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55 Middlesex St # 214 North Chelmsford,,MA,1863.0, NA,238210.0,,1_4,Tendai Furusa,owner,African American,"$639,000.00",,,(978) 455-1485,,,,Tendai Furusa,African American
25620,Terrence Parker Law Offices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185 Alewife Brook Pkwy # 404 Cambridge,,MA,2138.0, NA,541110.0,,1_4,Terrence Parker,owner,African American,"$728,000.00",,,(617) 491-2265,,,,Terrence Parker,African American
25626,Tesfay Cab Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357 Columbus Ave Boston,,MA,2116.0, NA,485310.0,,10_19,Yirga Atsbaha,"president, treasurer, board member",African American,"$807,000.00",,,,,,,Yirga Atsbaha,African American
25694,Thyssen Krupp Elevator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31 Dartmouth St Westwood,,MA,2090.0, NA,238290.0,,20-49,Cornell Myers,vice president,African American,"$3,222,000.00",,,(781) 407-3300,,,,Cornell Myers,African American
25696,Tiburio Therapeutics Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700 Technology Sq # 2 Cambridge,,MA,2139.0, NA,325412.0,,20-49,Abraham N Ceesay,ceo,African American,"$43,115,000.00",,,(617) 231-6050,,,,Abraham N Ceesay,African American
25708,Timberlane Coach Co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123 W Main St Merrimac,,MA,1860.0, NA,485210.0,,20,Benton Smith,"vice president, sales exec, finance exec",African American,"$1,460,000.00",,,(978) 346-4486,,,,Benton Smith,African American
25758,Tjo Sports Facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 Carver Cir Canton,,MA,2021.0, NA,711211.0,,18,Terrence O'Malley,owner,African American,"$3,367,000.00",,,(781) 821-1020,,,,Terrence O'Malley,African American
25793,Top Tech Us Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 Juniper Hill Rd Waltham,,MA,2452.0, NA,518210.0,,2,Antoine Ajaka,owner,African American,"$559,000.00",,,(781) 891-1915,,,,Antoine Ajaka,African American
25876,Towne Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 Merrimac Sq Merrimac,,MA,1860.0, NA,445120.0,,4,Sam Attia,owner,African American,"$725,000.00",,,(978) 346-9458,,,,Sam Attia,African American
25902,Translink Community Transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270 Main St Agawam,,MA,1001.0,2016,484230.0,,1_4,James Ngugi,"president, treasurer, board member",African American,"$566,000.00",,,,,,,James Ngugi,African American
25906,Trauma To Wellness Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37 Belmont St # 2 Brockton,,MA,2301.0, NA,621610.0,,20-49,Seun Adejumo,ceo,African American,"$2,848,000.00",,,(781) 267-5475,,,,Seun Adejumo,African American
25918,Trellis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350 Main St # 14 Malden,,MA,2148.0, NA,541512.0,,13,Isaiah Bollinger,owner,African American,"$3,474,000.00",,,(781) 202-4618,,,,Isaiah Bollinger,African American
25923,Tremont Family Dentistry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,951 Tremont St Roxbury,,MA,2120.0, NA,621210.0,,7,Seema Jacob,"owner, president, treasurer, board member",African American,"$1,103,000.00",,,(617) 516-8840,,,,Seema Jacob,African American
25936,Tri-State Glass-Screen Repair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84 S Broadway Lawrence,,MA,1843.0,1989,444190.0,,4,Linus Saulnier,owner,African American,"$1,432,000.00",,,(978) 687-0500,,,,Linus Saulnier,African American
25945,Trillium Fuel Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171 Weatherbee Dr Westwood,,MA,2090.0,2016,424720.0,,1_4,Rabih Moujahed,"president, treasurer, board member",African American,"$43,818,000.00",,,,,,,Rabih Moujahed,African American
25963,Tropic Isle Aquarium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1094 Worcester Rd # 2 Framingham,,MA,1702.0, NA,453910.0,,10,Ellis London,"owner, president",African American,"$1,502,000.00",,,(508) 875-5303,,,,Ellis London,African American
25964,Tropic Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1007 Blue Hill Ave Dorchester Center,,MA,2124.0,1997,445110.0,,4,Garfield Wint,owner,African American,"$768,000.00",,,(617) 288-8509,,,,Garfield Wint,African American
25988,Trust Realty One,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20 Chestnut St # 1 Needham,,MA,2492.0,2008,531210.0,,4,Lakeisha Willis,owner,African American,"$576,000.00",,,(781) 444-7777,,,,Lakeisha Willis,African American
26026,Tyson Ence Law Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101 State St # 723 Springfield,,MA,1103.0, NA,541110.0,,5_9,Tyson Ence,owner,African American,"$770,000.00",,,(413) 730-4455,,,,Tyson Ence,African American
26616,Valmo Ventures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523920.0,All,10.0,Valerie Mosley,CEO,Black,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valerie Mosley,Black
27023,Vine Home Care & Staffing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153 Andover St Danvers,,MA,1923.0, NA,621610.0,,10_19,Emmanuel Ejiofor,"president, treasurer",African American,"$976,000.00",,,(978) 532-5592,,,,Emmanuel Ejiofor,African American
27133,Walden Behavioral Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335 Chandler St Worcester,,MA,1602.0,2003,622210.0,,24,Stu Komen,ceo,African American,"$2,563,000.00",,,(508) 796-5797,,,,Stu Komen,African American
27370,Waquoit Feed & Garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441 Waquoit Hwy East Falmouth,,MA,2536.0, NA,444220.0,,4,John Nydam,president,African American,"$802,000.00",,,(508) 457-9400,,,,John Nydam,African American
27401,Wave American Auto Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325 Winthrop Ave Lawrence,,MA,1843.0, NA,447190.0,,4,Nick Nour,owner,African American,"$4,148,000.00",,,(978) 258-7390,,,,Nick Nour,African American
27579,Welch & Savage Properties LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 Fairlawn Ave Boston,,MA,2126.0,2019,531210.0,,5_9,Ladawn Savage,owner,African American,"$1,097,000.00",,,,,,,Ladawn Savage,African American
27751,Western Mass Hm Health Svc Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270 Main St Agawam,,MA,1001.0, NA,621999.0,,10_19,Dominic W Ndungu,"president, treasurer, board member",African American,"$1,333,000.00",,,(413) 789-0132,,,,Dominic W Ndungu,African American
27780,Westfield Financial Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1341 Main St Springfield,,MA,1103.0,2002,523930.0,,1_4,Trenton Taylor,senior vp,African American,"$585,000.00",,,(413) 737-7225,,,,Trenton Taylor,African American
27788,Westport Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291 American Legion Hwy Westport,,MA,2790.0, NA,452319.0,,7,Rabih Salibi,owner,African American,"$1,144,000.00",,,(508) 636-5252,,,,Rabih Salibi,African American
27806,Wheelen Supply Co Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112 Main St Gardner,,MA,1440.0,1938,334419.0,,5,Elden Bjurling,owner,African American,"$709,000.00",,,(978) 632-4400,,,,Elden Bjurling,African American
27812,White Glove Furniture Delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845 Sandwich Rd Sagamore,,MA,2561.0, NA,484110.0,,7,Dwayne Johnson,owner,African American,"$765,000.00",,,(508) 833-6661,,,,Dwayne Johnson,African American
27816,Whittier Health Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1290 Tremont St Roxbury Crossing,,MA,2120.0, NA,446110.0,,7,Lauretta Okoye,owner,African American,"$2,240,000.00",,,(617) 541-6846,,,,Lauretta Okoye,African American
27900,Windwalker Group LLC,1.0,67 Kemble Street Ste3,Boston,MA,2119.0,,561621.0,Security & Cyber Security,34.0,Michael L. Woodson,SVP,,2900000.0,y,https://www.windwalker.com,,Y,Y,,1.0,67 Kemble Street Ste3,Boston,MA,2119.0,,561621.0,Security & Cyber Security,34.0,Michael L. Woodson,SVP,,2900000.0,,https://www.windwalker.com,,,,0.0,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael L. Woodson,Black
27968,Worcester Appliance Repair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 Chestnut St Worcester,,MA,1608.0, NA,811412.0,,13,Delmar Wimsatt,owner,African American,"$1,472,000.00",,,(508) 342-0126,,,,Delmar Wimsatt,African American
27978,Word Stream Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177 Huntington Ave # 16 Boston,,MA,2115.0,2007,511210.0,,56,Christopher Butts,vice president,African American,"$19,408,000.00",,,(617) 963-0555,,,,Christopher Butts,African American
28011,Xl Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75 State St # 2600 Boston,,MA,2109.0, NA,524210.0,,1_4,Kofi Gyampo,vice president,African American,"$902,000.00",,,(617) 478-4200,,,,Kofi Gyampo,African American
28039,Yetty Decor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180 Spring St West Roxbury,,MA,2132.0,2016,442299.0,,1_4,Yetunde O Ojo,owner,African American,"$568,000.00",,,,,,,Yetunde O Ojo,African American
28343,Z & S Gas & Svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603 Main St Wilmington,,MA,1887.0, NA,811198.0,,4,Sam Habre,owner,African American,"$6,615,000.00",,,(978) 203-0345,,,,Sam Habre,African American
28348,Zakiya Alake's Good Ent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Lingard St Boston,,MA,2125.0, NA,541890.0,,5_9,Zakiya Alake,"owner, president, board member",African American,"$1,889,000.00",,,,,,,Zakiya Alake,African American
28369,Ziara Transporters Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500 Skyline Dr # 3 Lowell,,MA,1854.0,2018,484230.0,,1_4,Alphonse M Njuguna,owner,African American,"$964,000.00",,,,,,,Alphonse M Njuguna,African American
